year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,59056,13 자메티,스릴러,겔라 바브루아니,게오르게 바블루아니,세바스찬(게오르기 바블루아니)은 그루지아에서 프랑스로 이민온 집안 출신으로 집수리를 해주면서 받는 돈으로 어렵게 생활을 꾸려가는 22세의 젊은이다. 어느 날 지붕 수리를 맡게된 집에서 일하면서 우연히 집주인 장 프랑스와에게 보내진 봉투를 받게된다. 봉투안에는 파리행 열차 티켓과 호텔 예약확인서가 들어있고... 우연히 집 주인이 죽어버리자 세바스찬은 그 대신 기차 티켓을 가지고 파리에 가서 지정된 호텔에 묵게된다. 호텔방에서 다음 지시를 받은 세바스찬은 지시를 받은 대로 파리 근교 작은 역으로 가게되고 결국 숲속에 있는 커다란 저택에 도착하게 된다. 저택 내부에는 이상한 분위기가 감돌고 세바스찬은 신변의 위험을 느끼며 이곳에서 도주하려 한다.   하지만 결국 도망치지 못한 그는 어쩔 수 없이 저택에서 벌어지는 기괴한 게임의 선수로 참가하게 된다. 저택 1층의 거대한 홀에서 벌어지는 게임에는 모두 13명의 선수가 참여한다. 그 게임은 총을 가진 선수들이 원형으로 둘러싼채 가운데 있는 전등이 켜지면 일제히 방아쇠를 당기는‘집단 러시안 룰렛’! 게임은 최후의 한 명이 살아남을 때까지 계속되고 최후의 생존자에게는 85만 유로의 상금이 주어진다. 홀의 주변에는 선수들에게 판돈을 건 도박사들이 마른 침을 삼키면서 관객의 역할을 한다. 푼돈이라도 벌 수있지않을까 하는 단순한 생각에서 왔던 세바스찬은 목숨을 건 게임을 시작하게 된다.   영화제 소개글. 집 수리공으로 일하고 있는 세바스찬은 매일 자살을 시도하는 집주인 앞으로 배달된 편지 한 통을 몰래 훔친다. 편지 내용은 정기적으로 열리는 특정한 게임에 참가하면 많은 돈을 벌 수 있다는 것. 가난한 가족을 부양해야 하는 그로선 이 막연한 내용에 귀가 솔깃해져 무작정 게임이 열리는 장소로 찾아간다. 결국 그는 자신의 운명이 파국으로 치닫는다는 것을 전혀 모르는 채 이상할 만큼 철저한 보안 속에서 게임에 참여하게 된다. 마치 누군가의 비참한 현실을 다큐멘터리로 보는 듯한 충격과 생생함이 오랫동안 기억에 남을 작품.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64995,1408,공포, 스릴러,미카엘 하프스트롬,존 쿠삭, 사무엘 L. 잭슨,어린 딸을 잃은 공포소설 작가 마이크 엔슬린(존 쿠삭 분)은 ‘사후세계’라는 소재에 사로잡혀 있다. 그는 초현실적인 공포를 소설로 쓰는 베스트셀러 작가지만, 눈에 보이는 것 외에는 아무것도 믿지 않는 회의론자이다. 어느 날 그에게 날아온 낯선 엽서 “Don’t enter 1408!” (1408호에 절대 들어가지 마시오).   새로운 작품을 구상 중이던 마이크는 미스터리로 가득한 뉴욕의 돌핀 호텔을 찾는다. 호텔 지배인 제럴드 올린(사무엘 L. 잭슨 분)은 95년간 1408호에 묵은 투숙객들이 1시간을 못 넘기고 죽은 일들을 알려주며 들어가지 말라고 강력히 경고하지만 마이크는 기어코 그 방에 들어선다. 1초 앞을 예상할 수 없는 1408의 무한공격!   보이는 것 외에는 아무것도 믿지 않는 마이크의 눈 앞에서 상상을 초월한 미스터리한 현상들이 벌어지면서 현실과 환상이 넘나 들고 그 방에서 죽은 사람들의 혼령이 나타나 끊임없이 그를 위협한다. 심리적 공포와 맞서던 그에게 초강력 다이나믹한 공포의 공격이 시작되고 극도의 공포감 속에서 마이크는 1408호와의 처절한 사투를 벌인다. 살아남기 위해 주어진 시간은 단 한 시간. 1408호의 정체는 무엇인가? 과연 마이크는 살아남을 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,61103,1번가의 기적,코미디, 드라마,윤제균,임창정, 하지원,재개발의 막중한 임무를 띠고 에쿠스를 끌며 폼 나게 1번가에 나타난 날건달, 필제. ‘천하의 나쁜 노무새끼’가 되어 피도 눈물도 없이 무대뽀로 마을 사람들을 밀어내려 단단히 맘을 먹었건만 도착한 첫날부터 맞닥뜨린 깡따구 센 여자 복서 명란을 비롯하여 예측불허의 마을 사람들로 인해 필제의 계획은 꼬이기 시작한다.   버스보다 발이 빠르고 말보다 주먹이 앞서는 명란은 몸이 불편한 아버지와 동생을 돌보면 서도 아빠에게 자랑스런 딸이 되기 위해 동양 챔피언의 꿈을 다지며 꿋꿋하게 살아간다. 이런 명란과 사사건건 엮이게 된 필제는 재개발은 커녕 명란의 뒤치닥거리 하기에 바쁘다. 엎친 데 덮친 격으로 필제가 하는 짓들이 마냥 신기하기만 한 일동, 이순 남매는 순 수함으로 필제를 제압하고, 그를 두려워하기는 커녕 일까지 시켜먹는 마을사람들로 인해 필제는 동네의 온갖 잡일을 도맡아 하게 된다. 급기야 그는 동네 아이들에게 날건달이 아닌 슈퍼맨으로  통하기에 이르는데…   ‘마을 접수’라는 애초의 목적 달성에서 점점 멀어져만 가는 필제, ‘동양챔피언’의 꿈을 향해 계속 달리는 명란, 그리고 각자의 꿈을 안고 살아가는 ‘1번가’ 사람들. 서로간의 묘한 유대감을 쌓아가면서 나아갈 수도 물러설 수도 없는 이 상황에서, 필제는 과연 임무를 완수할 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,61825,가족 상속 괴담,공포,레스티 첸,테리 관, 제이슨 창,영국에서 건축일을 하던 '제임스'는 양씨가문의 호화로운 대저택을 먼 친척으로부터 상속받게 되자 고향 타이페이로 돌아오게 된다. 그는 낡았지만 고풍스러운 저택이 맘에 들어 팔기를 권유하는 주변의 만류에도 불구하고 인기댄서인 약혼녀 '요'를 설득해 그곳에서 둘만의 생활을 시작하기로 한다. 저택으로 그들의 친한 친구들을 초대해 두 사람의 새 출발을 자축하는 밤이 지나고...   그날부터 이상하게 '제임스'와 '요'를 제외한, 그 집에서 밤을 지냈던 사람들은 모두 12시가 지나면 기억을 잃고 어느새 그 집으로 되돌아와 있게 되는 미스터리한 일들을 경험하고 되고, 이후 하나같이 의문의 죽음을 당하게 된다. 이윽고 그 저택에 숨겨진 엄청난 비극들이 하나 둘 씩 밝혀지게 되는데...   친구들이 모두 의문의 죽음을 당하자 공포와 불안에 떨던 ‘제임스’와 '요'는 이 집에 숨겨진 뭔가가 있음을 직감하게 된다. 사실 그 저택엔 엄청난 비밀이 숨겨져 있었다. 20년 전, 같은 시간, 같은 장소, 같은 높이에서 15명의 일가족이 목매달아 죽었던 것이다. '요'는 당시 유일하게 살아남은 '제임스'의 이모를 만나 과거 가문의 부을 위해 그 집에서 행했던 전통의식과 저주의 비밀에 대해 듣게 된다. 그리고 그 비밀스런 의식으로 희생된 수많은 영혼들이 이 집안의 마지막 상속자인 '제임스'에게 저주의 손길을 뻗고 있음도 알게 된다.   ‘제임스'와 '요'는 가문의 저주로부터 벗어나려 발버둥치지만, 저주의 손길은 항상 먼저 그들을 기다리고 있다. 그리고 '제임스'의 어렴풋이 남은 어머니에 대한 기억을 하나 둘 씩 떠올리게 되며, 점점 더 저주의 소용돌이 한 가운데로 빠져들게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,67272,강남 엄마 따라잡기,드라마, 코미디,홍창욱,하희라, 유준상, 임성민,민주는 수미를 만난 자리에서 “강남이 별거냐”는 말과 함께 그 자리를 박차고 일어난다. 한편, 영어경시대회 성적이 좋지 않은 진우는 학원비를 알아보다가 가격이 너무 높자 걱정이 이만 저만 아니다. 이후 민주가 일하는 백화점 식당을 찾아간 진우는 민주가 성적이며 학원비에 대해 묻자 얼버무리고 만다. 하필 이때 장여사와 일영이 나타나 민주에게 진우의 성적이 안 나오면 진우를 맡긴다고 했던 약속을 지키라고 하자 민주는 울컥하며 강남으로 이사갈 거라고 말하고는 당장 강남쪽 집을 알아본다. 한편, 미경은 준웅에게 도움이 되는 정보를 듣기 위해 친구들과 함께 나이트클럽을 갔다가 남편 상식과 마주치자 깜짝 놀라는데, 이때 전화가 울리고는 준웅이 경찰서에 있다는 이야기에 둘 다 기겁을 한다. 그런가 하면 상원은 집세가 밀려서 주인에게 압박을 당해 우울한데, 마침 최강중학교 국어선생님 자리가 났다는 태구의 말에 처음엔 시큰둥하다가 학교수준을 들은 뒤에는 최선을 다해 선생님이 되기 위해 노력한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,63444,강을 건너는 사람들,다큐멘터리,김덕철,김경석, 송부자, 세키타 히로오,두 명의 한국인과 두 명의 일본인, 이들의 ‘작은 용기’가 만들어내는 희망과 꿈을 담은 휴먼 다큐멘터리. 한국과 일본 두 나라 사이에 흘러간 시간, 역사를 걸어왔던 사람들의 길, 그리고 새로운 길을 열어나가려는 양국 사람들의 만남을 관찰자적 시점으로 그려내고 있다. 각자의 길을 찾아가고 있는 4명의 주인공의 궤적을 통해 현재 우리가 가고 있는 길을 사색하게 하는 깊이 있는 작품이다.   야스쿠니 신사에 잠들어 있는 한국인의 유골을 고향땅에 되찾아오고 싶어하는 김경석 할아버지. 뒤늦게 ‘나는 한국인’이라는 정체성을 깨닫고 역사를 공부하며, 한-일 전쟁이전 문화교류로 엮어졌던 ‘친구’로 돌아가기 위해 일본땅에 한국 문화를 전하는 재일한국인 송부자씨. 과거, 자신의 나라가 행한 일을 미안하게 생각하며 교류를 통해 ‘친구’가 되고 싶은 다카키 쿠미코. 그리고 평등하고 평화로운 삶을 위해 언제나 약한 자를 위해 앞장서서 일하는 일본인 목사 세키타 히로오. <강을 건너는 사람들>은 우리와 다를 바 없는 평범한 사람들의 꿈을 향한 실천으로의 용기가 만들어내는 희망과 감동을 그리고 있다. 7년이라는 오랜 시간에 걸쳐 촬영된, 차별과 편견을 넘어서 친구가 되기 위한 사람들에 대한 다양하고도 깊이 있는 시각을 보여주는 휴먼 다큐멘터리.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,43399,같은 달을 보고 있다,드라마,후카사쿠 켄타,쿠보즈카 요스케, 진관희, 쿠로키 메이사,10살 때 만난 테츠야와 에미. 심장병을 앓고 있던 에미를 직접 고쳐주기 위해 의사가 되고 싶었던 테츠야는 소원대로 의사가 되었고, 에미와의 결혼을 앞두고 있다. 하지만 어느 날 그들에게 어린 시절 소중한 추억을 함께 했던 돈의 소식이 들려오고, 테츠야는 돈과 에미와 보냈던 과거의 추억을 떠올리며 알 수 없는 불안함을 느끼게 된다.  시골로 요양 온 미소녀 에미와 부잣집 아들 테츠야, 가난하지만 뛰어난 그림 솜씨는 물론 사람의 마음을 읽을 수 있는 신비로운 재능을 가진 소년 돈. 열 살 동갑내기 세 친구는 아름다운 숲에 아지트를 만들어 놓고 언제까지나 함께 할 거라 믿으며 우정을 나누었던 추억을 간직하고 있다.  하지만 시간이 흘러 불행한 사건으로 돈은 감옥에 갇히고 7년 만에 탈옥을 하게 된다. 돈의 탈옥 소식을 들은 에미는 그에 대한 애틋한 마음을 숨기지 못하고 그런 그녀를 보며 테츠야는 묘한 질투를 느끼며 갈수록 예민해진다. 우여곡절 끝에 돈은 특별한 그림 한 장을 들고 테츠야와 에미 앞에 나타나고, 다시 한 번 가혹한 운명은 세 사람을 걷잡을 수 없는 상황으로 이끌어간다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65837,개와 늑대의 시간,,김진민,이준기, 정경호, 남상미,범죄집단에 희생당한 여검사의 아들이 범죄 집단을 상대로 복수극을 펼치는 이야기.   태국 방콕 시내. 수현(12세, 박건태)은 버스 안에서 만난 지우(12세, 정민아)에게서 눈을 떼지 못하고, 버스에서 내린 후 친구가 주운 지우의 지갑을 건네받는다. 영길(정성모)은 혜선(홍충민), 지우와 함께 떳떳하게 살 수 있으면 좋겠다고 하고, 혜선과 영길 사이에 따뜻한 시선이 흐른다. 지우에게 지갑을 돌려준 수현은 지우와 점점 가까워진다. 방콕에 도착한 NIS 실장 중호(이기영)는 태국 왕립 검찰청 검사 경화(김정난)와 청방 수사를 시작한다. 중호와 경화는 영길에게 태국을 떠날 수 있게 도와주겠다며 위험한 거래를 제안하고, 영길은 쉽게 결정하지 못한다. 지우는 마오(최재성)에게 수현을 소개하고, 마오는 수현에게 악수하는 법을 가르쳐준다. 마오와 한바탕 소동을 치른 영길은 품에서 서류봉투를 꺼내 경화에게 넘기고, 중호는 세 사람의 위조여권과 신분증을 건넨다. 지우는 눈물이 그렁한 채 수현에게 오늘 태국을 떠난다고 말한다.   중호(이기영)는 민기(정세인)에게 수현(박건태)을 소개하며 이제부터 우리 집에서 살 거라 한다. 민기는 수현에게 이것저것 알려주며 말을 걸지만 수현의 표정은 우울하기만 하다. 학교에서 다툰 수현과 민기는 중호에게 심하게 혼이 나고, 같이 벌서면서 둘은 친해진다. 공항에서 순찰 중이던 NIS 요원 수현(이준기)은 수상한 사내를 발견하고는 천천히 뒤쫓기 시작하고, 민기(정경호)는 여유롭게 커피숍에 앉아 있다 갑자기 일어선다. 민기는 지우(남상미)에게 잡지 떨어뜨렸냐고 물으며 저녁에 식사 어떠냐고 묻는다. 훈련을 훌륭히 마친 수현과 일행은 서둘러 뛰어오는 민기와 마주친다. 퇴근하던 지우는 영길(정성모)을 보고는 반기며 달려가 영길의 차에 탄다. 수현은 해외1팀으로, 민기는 정보분석팀으로 발령이 나고, 지우에 대한 정보를 입수한 민기는 수현과 함께 전시회장으로 향한다.,,,,,,,,,,,,,,,,,,,,,,,,
2007,66717,거지의 오페라,뮤지컬,메나헴 골란, 이리 멘젤,바르보라 레이츠너로바,지하세계의 보스 피첨에게 강력한 라이벌이 등장한다. 그의 이름은 바로 맥키스! 부하를 다루는 솜씨가 좋을 뿐더러 특히 여자 다루는 솜씨가 좋아, 그의 조직은 승승장구한다. 보다 못한 피첨은 딸 폴리를 맥키스에게 접근시켜, 그의 운영노하우를 빼내오려 하지만 오히려 폴리가 맥키스에게 마음을 빼앗겨 아버지를 배신하자 심한 충격을 받는다. 결국 경찰서장 로킷을 사주해 맥키스를 잡아들일 계획을 세운다. 로킷은 미인계를 써 결국 맥키스를 잡아들이는데 성공한다. 그러나 경찰서장 로킷도 미처 몰랐던 것이 있으니, 그의 딸 루시 역시 맥키스에게 마음을 빼앗겨 이미 그와 비밀결혼을 했던 것! 과연 희대의 바람둥이 맥키스와 여자들의 미래는?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65117,거친 녀석들,모험, 코미디,월트 벡커,팀 알렌, 존 트라볼타, 마틴 로렌스,치과 의사인 ‘더그’와 슈퍼모델 부인을 둔 돈 많은 ‘우디’, 마누라 바가지에 폭발 일보직전이 ‘바비’, 그리고 여자친구 하나 없는 소심남 ‘더들리’는 주말마다 바이크를 타고 도시 근교로 나가는 것이 유일한 낙이다. 그러던 어느 날, 평소 콜레스테롤 수치로 인해 음식조절을 해야 했던 ‘더그’는 인내심의 바닥을 드러내고 남 부러울 것 없던 ‘우디’는 하루아침에 파산하게 된다. 여기에 삶 그 자체가 고역인 ‘바비’와 ‘더들리’가 합세하여 위기에 몰린 네 명의 아저씨들은 잠시나마 자유를 만끽하게 위해 장거리 바이크 여행을 감행한다. 핸드폰도 버리고 찌질한 일상도 버리고 거침없이 도로를 질주 하던 네 명의 중년 바이크족들은 작은 마을의 술집에서 폭주족 갱단 델 퓨에고스와 마주치게 된다. 한 물간 낯선 바이크족을 달가워 할리 없는 델 퓨에고스의 심기를 건드린 네 명의 중년아저씨들. 평온한 여행을 예상했건만 갱단과 얽힌 사건은 점점 걷잡을 수 없이 커져만 가고 아저씨들의 무모한 여행은 아찔한 상황만이 계속해서 이어지는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,61428,거침없이 쏴라! 슛 뎀 업,액션, 모험, 코미디, 스릴러,마이클 데이비스,클라이브 오웬, 폴 지아마티, 모니카 벨루치,고독을 즐기는 사나이 스미스(클라이브 오웬 분)는 벤치에 앉아 버스를 기다리던 중, 미모의 임산부가 총을 든 킬러에게 쫓기는 것을 목격하고 총격전에 휘말리다가 얼떨결에 갓 태어난 아기의 보호자가 된 채 암살단들에게 쫓기는 신세가 된다. 그가 도움을 청하기 위해 찾은 옛 연인이자 화류계의 여왕인 미모의 퀸타나(모니카 벨루치 분)까지 위협을 당하게 되면서 이 둘은 함께 도주를 시작하는데... 인정사정 없이 추적하는 암살자들을 피하다가, 제대로 성질이 나 버린 스미스의 목숨을 건 반격이 시작되면서 섬뜩한 음모의 베일이 벗겨진다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,51737,걸스 라이프,드라마,애쉬,제임스 우즈, 줄리엣 마퀴스,섹스 장면을 인터넷으로 내보내는 회사인 ‘프라이멀’에서 배우로 활동하던 문은 국제적으로 인기를 얻고 있는 포르노 스타다. 문은 친구인 제시의 부탁으로 그의 약혼자를 유혹해 그가 흔들리는 지를 시험하게 된다.   문은 자신에게 순순히 넘어오는 친구 제시의 약혼자를 보고 이렇게 자신의 배우자나 약혼자의 애정을 확인해 보려는 사람들이 많을 것이라는 생각을 하게 된다. 그래서 그녀는 소위 ‘애정 확인 서비스’라는 것을 만들어서 사람들이 배우자나 연인의 진짜 속마음을 테스트해 볼 수 있는 사업을 시작하게 된다.   어느 날 한 의뢰인이 그녀에게 남편을 시험해 줄 것을 부탁하고, 그 의뢰인의 남편인 테리가 문으로 인해 모든 것을 잃게 되자 그녀에게 앙심을 품게 된다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,66815,검은 땅의 소녀와,드라마,전수일,유연미, 박현우, 조영진,강원도의 폐광촌을 배경으로 한 가족의 삶을 담는 작품. 진폐증에 걸린 아버지와 11살짜리 장애인 아들, 9살 딸이 주인공. 암울하지만 희망을 잃지 않는 가족의 이야기를 소녀의 시점으로 그린다.   영림은(9)은 강원도 작은 탄고아촌의 허름한 사택에서 정신지체아인 오빠 동구(11)와 아빠 해곤(45)과 함께 살고 있다. 예전의 윤택함을 잃어버린 탄광촌은 활기란 찾아 볼 수 없는 곳이 되어...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65541,검은 집,공포, 스릴러, 미스터리,신태라,황정민, 유선, 강신일,출근 첫 날," 보험사정원 전준오(황정민 扮)는 한 여자로부터 걸려온 상담전화를 받는다.""자살할 경우 보험금을 받을 수 있나요?"" 그는'상담자 개인 정보를 이야기하거나 동정심을 표현해서는 안된다'는 경고 문구가 눈에 잡히지만 자신의 이름과 사연을 말하고 만다. 아직... 그는 모른다.   며칠 후", 청진동 보험가입자의 집. 방문을 요청했던 남자는 준오에게 거실 옆 방문을 열어 줄 것을 요청한다. 시체! 그곳엔 7살 어린 아들이 목을 매단 채 죽어있었다! 그러나 그를 더욱 혼란에 빠트린 것은, 그 순간 자신의 눈치를 살피는 그 아버지 박충배(강신일 扮)의 눈길이었다...!   가입자의 생명을 보호하기 위한 보험이, 사람을 죽일 수도 있을까? 준오는 소년의 죽음이 아버지에 의한 존속살인을 확신하고 보험금 지급을 중지시켜버린다. 그러나...! 경찰의 모든 증거는 완벽한 자살을 입증하고 만다! 미궁... 이제 보험금 지급을 요청하며 자해를 서슴지 않는 아버지 박충배는 오늘도 보험회사의 문을 두드리고 있다. 자살인가?... 살인인가? 아버지인가, 범인인가. 당신은... 도대체 무엇인가!   신이화. 5년 전 박충배와 재혼했던 그녀에게 3억 원의 사망보험금이 가입되어 있음이 밝혀진다. 아들을 잃은 엄마의 얼굴은 가련하기 그지없다. 준오는 그녀를 살리고 싶어하지만 또 다시 이어지는 연쇄죽음과 드러나는 죽음의 흔적들! 검은집... 절단기에 웃으며 팔목을 들이미는 충배... 남편의 팔을 자르는 무표정한 그녀! 과연 그들은 누구이며 다섯 죽음의 진실은 무엇인가? 미궁을 쫓는 준오와 의문의 살인자와의 대결의 끝, 그 너머엔 경악할 진실이 숨겨져 있다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64156,결혼하고도 싱글로 남는 법,코미디, 멜로/로맨스,에릭 라티고,알랭 샤바, 샤롯 갱스부르,향수코디네이터로 성공한 루이스(알랭 샤바)는 싱글로서의 지금 삶보다 더 멋진 삶은 없다며 만족하고 살고 있다. 아내란 이름의 족쇄는 물론이거니와 여자친구 역시 필요 없다고 말할 정도이지만, 그의 가족들 즉 어머니와 6명의 여자형제들은 그를 어떻게든지 결혼시켜 그를 처분(!)하고 싶어한다. 한편 루이스의 가장 친한 친구의 여동생인 엔틱아티스트 엠마(샬롯 갱스부르) 역시 마찬가지이다. 자유롭고 편안하기 그지 없는 지금의 싱글 생활에 200% 만족한다. 하지만 그런 그녀도 자그만한(?) 바람이 있었으니 바로 아이를 입양하는 것. 그런데 입양을 위해서는 남편이라는 이름의 남자가 필요하다. 한편 루이스도 자신의 인생을 좌지우지 하지 못해 안달인 어머니와 누나들의 등쌀에 여자친구를 대동하고 집안 행사에 나타나야 하는 위기(?) 상황을 맞닥드리게 된다.   완벽한 싱글로 행복한 나날을 보내고 있는 루이스와 엠마, 이들은 각자의 필요에 의해 합동작전을 모색 하고, 세상물정 모르는 철부지 루이스와 까칠하고 속모르겠는 엠마의 위험한 계약이 시작된다. 이들은 과연 어떻게든 둘을 결혼시키려고 안달인 가족들로부터 찬란한 싱글의 삶을 지킬 수 있게 될까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,58426,경계,드라마,장률,서정, O. 바트을지, 신동호,몽골과 중국의 변경 사막지대에 있는 작은 마을. 그 곳 사람들은 계속되는 사막화로 하나 둘 마을을 떠난다. 뽈나무 묘목을 심으며 사막화와 싸워나가던 항가이는 땅을 지켜내겠다는 신념 하나만으로 버텨내지만, 아내와 딸조차 울란바토르로 향하고 외로운 나날을 보내고 있다. 그러던 어느 날, 탈북자 최순희와 그녀의 아들 창호가 그의 집에 머무르게 되고, 단 한마디의 말도 통하지 않는 그들에게도 평화로운 시간들이 찾아오는데…   영화제 소개글. 몽골의 초원을 지키는 사내와, 탈북한 미망인과, 미망인의 아들이 벌이는 은유의 영화다. 초원은 점점 더 죽어가고 인물들은 부질없는 희망을 기다린다. 정착할 수 없는 사람들의 미래가 사막처럼 말라가는 느낌을 전하는 영화다. 올해 베를린영화제 경쟁부문 상영작.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,67616,경성 스캔들,드라마,한준서,강지환, 한지민, 류진,1930년대 조선 경성. 완소남 선우 완. 거칠것 없던 그의 인생에 거대한 태클 나여경이 다가온다. 똑부러지는 고고한 학같은 나여경을 10분만에 작업하겠다는 선전포고. 날라리와 범생이의 연애질이 시작된다. 실수로 선우 완의 가방을 들고 온 나여경. 평소 여경을 감시하던 종로서 순사 이강구는 문제의 가방을 압수하고 여경을 심문한다. 종로서에서 가방을 사이에 두고 다시 만난 여경과 완. 긴장된 순간 드디어 가방이 열린다. 그.러.나 가방에서 나온 것은 야한 사진들. 안도와 쪽팔림에 한숨을 쉬는 두 사람. 첫만남부터 꼬인 이 청춘들의 운명은 과연 어찌 될 것인가.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,58299,경의선,멜로/로맨스, 드라마,박흥식,김강우, 손태영,지루하고 반복된 일상 속에서도 성실함을 잃지 않고 일하는 지하철 기관사 만수(김강우 분)에게는 얼마 전부터 자신의 열차를 기다렸다가 간식거리와 잡지를 건네는 한 여인이 있다. 가족도 동료도 인지할 수 없을 만큼 매번 바뀌는 열차운행시간을 어떻게 알고 매일같이 정확한 시간에 기다리는지 알 수 없지만, 그녀의 등장은 어느덧 만수의 일상에 활력이 된다. 하지만 그것도 잠시 예기치 못한 열차 투신 자살 사건으로 큰 충격과 혼란에 빠진 만수는 특별휴가를 받고 경의선 기차에 오른다.   같은 과 교수로 재직중인 대학선배와 위태로운 관계를 유지하고 있지만 흔들리지 않고 당당히 사랑하고 싶은 대학강사 한나(손태영 분). 남부럽지 않은 능력과 조건을 갖춘 엘리트지만 어쩐지 채워지지 않는 그녀의 공허한 마음은 갈피를 잡지 못한다. 생일을 맞아 그와 함께 떠나려던 여행은 뜻밖의 사건으로 조각나버리고, 지나치도록 냉담한 그의 행동은 한나를 더욱 비참하게 만든다. 애써 무시했던 상황과 마주하고 난 한나는 먹먹한 가슴으로 경의선 기차에 몸을 싣는다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,57968,고스트 라이더,액션, 판타지, 스릴러,마크 스티븐 존슨,니콜라스 케이지, 에바 멘데스,{서양은 전설 위에 세워졌다고 말한다. 믿기 어렵거나 무서운 것들을 전설을 통해서 이해하는 것이다. 이것은 고스트 라이더의 전설이다. 전설에 따르면 고스트 라이더는 말을 타고 다니며 악마의 명을 받고 타락한 영혼을 쫓는 저주받은 사냥꾼이다. 아주 오래 전 고스트 라이더는 '산 벤간자'로 1천여 명의 영혼을 회수하러 갔다. 그 강력한 힘을 안 고스트 라이더는 영혼들을 악마에게 넘겨줄 수 없었고, 결국 반기를 들었다. 악마에게서 도망친 것이다. 허구와 같은 전설들, 하지만 전부 다 허구는 아니다.}   세계 최고의 모터싸이클 스턴트 챔피언 ‘자니 블레이즈’(니콜라스 케이지 분). 사랑하는 사람을 위해 악마 메피스토펠레스(피터 폰타 분)에게 자신의 영혼을 팔아넘긴 자니는 밤마다 자신도 모르는 사이, 죽을 수도 살 수도 없는 불멸의 영혼사냥꾼 '고스트 라이더'로 변하게 된다. 악마의 요구대로 영혼을 빼앗아야 하는 운명과 정의감 사이에서 방황하던 자니는 첫사랑 록산느(에바 멘데스 분)와 재회하게 되지만, 차마 자신의 비밀을 밝힐 수 없어 괴로워한다.   한편, 4명의 타락천사 '데블4'를 동원해서 어두운 세상의 지배를 꿈꾸는 메피스토펠레스의 아들 블랙하트는 가장 큰 방해세력인 고스트 라이더와의 정면승부를 위해 록산느를 내세워 상상조차 할 수 없었던 방법을 준비하는데…   {서양은 전설에 의해 세워졌다고 말한다. 전설은 초자연적인 현상을 이해하는 방식이다. 우리의 삶을 형성하는 힘 말로는 설명 못할 사건들, 고귀한 삶을 살거나 타락하는 사람들, 전설은 이렇게 만들어지는 것이다.},,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,46935,고양이 귀 소녀 키키,에로, 코미디,스기우라 아키요시,카노 유이, 우오타니 테루아키,대학생 타카기는 한동안 집에만 있었다. 대학에도 아르바이트에도 가지 않았다. 그가 유일 외출하는 것은 편의점에 도시락을 사러 갈 때 정도. 어머니의 전화도 받지 않고 아무와도 이야기하는 일없이 하루하루를 허무하게 보내고 있다. 어느날 편의점 다녀오던 중 길에서 버려진 아기 고양이를 발견한다. 외톨이가 된 고양이가 왠지 자신의 처지와 닮은 것같아 새끼 고양이를 집에 데려오는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
