year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,67344,플래닛 비보이,다큐멘터리, 드라마,벤슨 리,라스트 포 원, 이치게키, 너클헤드 주,배틀오브더이어’ 360°로 즐겨라! 국가대표 비보이의 명예를 걸고, 세계 최강을 가리는 비보이계 월드컵 독일 ‘배틀오브더이어’무대가 영화 &amp;lt플래닛 비보이&amp;gt를 통해 360°로 펼쳐진다. 비보이의 본고장 미국 크루부터 최근 각광 받고 있는 한국 비보이들, 덴마크와 이스라엘까지 전세계 비보이 크루들의 열정적 공연을 한 눈에 볼 수 있다. 각국 특색이 묻어나는 흥겨운 음악과 화려한 비보잉은 보는 이를 압도하며, 마치 공연장에 와있는 듯한 착각을 주기에 충분하다. 본대회 무대 뿐 아니라 관객석과 대기실까지 장소와 시간을 넓혀 촬영한 &amp;lt플래닛 비보이&amp;gt는 비보이들의 거친 호흡과 땀, 비보잉 찰나의 아름다움까지 놓치지 않고 ‘배틀오브더이어’의 생생함을 전달한다.  비보이, 열정의 근원을 찾아서. 리얼열정다큐 &amp;lt플래닛 비보이&amp;gt는 ‘대체 무엇이 전세계 젊은이들을 춤에 열광케 하고, 무한한 열정과 에너지를 뿜어내게 만드는가’라는 감독의 궁금증에서 출발해 그 답을 찾아가는 여정이다. 영화는 세계 18개국 19개 비보이 크루들의 ‘배틀오브더이어’ 출전 과정부터 본선 무대 그리고 1년 뒤의 이야기까지 충실히 담아내며 다큐멘터리 영화의 매력을 배가시킨다. 특히 세계 4강인 미국, 프랑스, 일본, 한국(갬블러즈, 라스트포원)팀을 밀착 촬영해, 비보이들이 무대에서 전하지 못했던 이야기를 풀어놓는다.  비보이 행성의 아름다운 전쟁. 전년도 챔피언으로 도전자들에 맞서는 한국의 「갬블러즈」는 2년 연속 챔피언 달성으로 전설이 되자고 다짐한다. 군입대를 앞둔 멤버들에게는 다음을 기약할 수 없는 무대다. 휴일도 휴식도 없이 ‘배틀오브더이어’만 보고 달려온 「갬블러즈」는 남북 대치 상황이라는 현실 문제를 비보잉으로 승화시키며 정면 승부를 건다. 여기에 최강 4개 크루가 챔피언 자리에 도전해 온다.  오리지널 비보이 국가의 자존심을 건 미국 크루 「너클헤드 주」, 아티스트 비보잉의 1인자 프랑스 크루 「페이스-T」, 디테일&amp;스타일리쉬 비보이 일본 크루 「이치게키」 , 파워&amp;스타일 뉴제너레이션 한국 크루 「라스트포원」  부모와 조국으로부터 인정받기 위해, 자신이 사랑한 비보잉을 널리 전하기 위해 저마다의 절박한 이유로 챔피언이 되어야만 하는 국가대표 크루들. 드디어 꿈의 무대 ‘배틀오브더이어’가 시작되고. 모두의 예상을 빗나간 결승전 최종 크루가 발표된다.  그들이 지구에서 사는 법. &amp;lt플래닛 비보이&amp;gt에는 비보이들이 비보잉의 무한 긍정 에너지를 표출하며 지구에서 살아내는 방법이 담겨 있다. 인종차별이라는 대과제를 힙합 정신으로 극복해내며 기적을 이뤄낸 프랑스 크루 「페이스-T」. 군입대를 앞두고 2년 연속 챔피언이 되어 전설로 남자는 한국의 「갬블러즈」 이야기는, 비보이들이 사회 문제를 어떻게 돌파하는지를 보여준다. 비보잉이 유명 가수의 일회용 춤으로 버려지고, 비보이가 치기 어린 유행으로 전락한 현실에 반기를 들고, 비보이 문화를 새롭게 일궈낸 미국 크루 「너클헤드 주」. 병상에 있는 아버지로부터 자신의 춤을 인정받고 펑펑 울어버린 일본 크루 「이치게키」의 카츠 이야기에서는, 춤으로 호흡할 수 밖에 없는 비보이의 애환을 엿볼 수 있다. 보수적인 지방 소도시에서 태어나 가족의 냉대와 사회적 편견을 극복한 한국 크루 「라스트포원」의 히스토리는 세대 간의 소통과 화합이 무엇인가를 깨닫게 한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,52513,피쉬 스토리,드라마,나카무라 요시히로,이토 아츠시, 하마다 가쿠, 타베 미카코,전설적인 펑크 락 밴드 섹스 피스톨즈 데뷔 1년전인 1975년, 아마추어 락 밴드가 마지막으로 남긴 노래 ‘피쉬 스토리’가 각각 다른 시공간의 사람들의 사연과 얽히게 되고, 결국 2012년 위기에 빠진 세상을 구한다는 이야기. 1975년, 이 노래가 언젠가 누군가의 마음에 닿을거야! 전설적인 락 밴드 ‘섹스 피스톨즈’ 데뷔 1년전, 한 무명 밴드가 해체 직전 마지막으로 레코딩한 ‘피쉬 스토리’가 탄생! 1982년, 혜성 충돌 30년 전… 세계를 구하게 될 거라는 예언을 들은 소심한 대학생… 노래 ‘피쉬 스토리’를 듣고 위기에 빠진 한 여자를 구한다. 2009년, 정의의 사도가 필요한 순간이 왔다! 평화롭게 항해하던 페리가 테러리스트들에게 장악되었다. 순식간에 아수라장이 된 그 곳에 ‘정의의 사도’가 출현한다. 2012년, 혜성 충돌 5시간 전… 고요한 거리, 한 레코드점에서는 노래 ‘피쉬 스토리’가 흘러 나온다. 이 노래가 어떻게 세상을 구할 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,102137,필라델피아는 언제나 맑음 시즌5,드라마,,대니 드비토, 찰리 데이, 케이틀린 올슨,필라델피아에서 아일리쉬 펍을 운영하는 친구들의 이야기.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,36102,하나코,,사토 마코토,,이마무라 하나코는 심각한 자폐증을 지닌 22세의 여성이다. 아버지와 어머니, 언니가 있는 하나코는 1주일에 한번 유화를 그리는 수업을 듣고, 그림을 그리는 것에 푹 빠져있다. 매일 저녁식사 후면 다다미를 캔버스로 생각하고 음식들을 그림처럼 늘어놓는다. 어머니인 치사가 ‘음식 예술’이라고 부르는 작품들을 6년 전부터 사진에 담기 시작하여 수 천장의 사진을 찍어놓았다. 아버지는 그런 모녀 곁에서 연극에 샤미센에 바쁘다. 큰 딸 모모코는 적당히 거리를 유지하면서 세 명의 가족들을 지켜본다. 사진 작품들은 이제 전국에 걸쳐 전시되고, 이 넷의 일상은 이마와노 키요시로/라피타피(밴드명-옮긴이)가 부르는 뜨거운 러브송 ‘한 여인에게'가 포근하게 감싼다. 하나코의 매일 매일의 삶을 추적하면서 우리는 ‘아주 평범한’ 한 가족의 초상이 펼쳐지는 것을 관찰할 수 있다.  연출의도. 이 영화의 입구에 예술이 있다면, 출구에는 가족의 일상이 펼쳐져 있다. 왜냐면 그 일상 안에는 모든 불행을 즐거움으로 바꾸는 힘이 감추어져 있기 때문이다.  2001년 야마가타 국제다큐멘터리 영화제, 2001년 도쿄 국제영화제,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,52240,하늘과 바다,드라마,봉수,장나라, 현쥬니, 유아인,약간은 부족하지만 너무 특별한 그녀 하늘이는 몇 년 전에 있었던 일들을 상세하게 기억하는 것은 물론, 한번 본 숫자는 모두 외우고 한번 들은 곡도 바이올린으로 연주할 수 있을 정도로 뛰어난 숫자 감각과 천재적인 음악 실력을 가지고 있다. 부모님이 돌아가신 후, 자신의 유일한 친구인 고양이 ‘비틀즈’와 바이올린과 대화를 나누며 집에서만 시간을 보내는 하늘이에게 드디어 새로운 친구가 찾아온다. 하늘이의 앞 집에서 새엄마와 함께 사는 바다는 가족들 때문에 유일한 취미이자 꿈이었던 노래와 밴드활동도 그만두게 되고, 자신만 남겨둔 채 떠나버린 가족들 때문에 갈 곳마저 잃게 된다. 자신을 친구로 생각하지 않는 바다를 서슴없이 집으로 초대한 하늘이는 까칠해 보이지만 마음은 누구보다 여린 바다를 통해 세상으로 한 걸음씩 내딛는다. 한편, 사건 사고를 몰고 다니며 하루하루를 살아가는 피자 배달부 진구는 우연히 하늘이의 집에 피자를 배달하게 되고, 바보 같은 하늘이의 돈을 탐내는 나쁜 마음을 잠시 먹게 되지만 그녀의 순수함에 세상을 향해 닫혀있던 마음을 열어간다.  친구라는 이름으로 만난 세 사람은 점점 하늘이의 순수함에 마음을 열고, 서로를 통해 힘들었던 삶의 위로를 받게 되지만, 그들에게 이별의 순간이 점점 다가오게 되는데…  금계백화장 영화제 장나라 여우주연상 수상 (2010년, 중국) 제8회 티라나 국제영화제(TIFF) 미디어상 수상 (2010년, 알바니아),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,81984,하땅사,,김정욱, 여운혁, 최윤정 7,이경실, 조혜련, 지상렬,하늘도 웃고 땅도 웃고 사람도 웃고 국내 최초, 개그 버라이어티! 하땅사. 달콤한 코미디와 살벌한 대결의 만남! 대한민국 최초로 펼쳐지는 자존심을 건 개그 배틀! 박준형 사단의 박힌 돌, M패밀리의 원조 웃음이냐?! 정찬우 사단의 굴러온 돌, C패밀리의 젊은 패기냐?!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,48682,하바나 블루스,드라마,베니토 잠브라노,알베르토 요엘, 로베르토 산마르틴,쿠바의 하바나. 무명 뮤지션인 루이와 티토는 아무것도 가진 것 없고 생활고에 시달리지만 음악에 대한 열정 하나만으로 살아가는 젊은이들이다. 자신들의 열정을 담은 첫 콘서트를 기획하던 중 실력 있는 신인을 찾으러 온 스페인의 유능한 음반 프로듀서를 만나게 되고, 스페인으로 스카우트 제의를 받게 된다. 꿈에 부풀은 두 사람은 평생 나가보지 못했던 쿠바를 떠나 큰 무대에서 활동할 수 있다는 설렘으로 음반 준비를 시작한다.  그러나, 자신들의 계약이 노예계약과 다름없다는 사실을 알게 되면서 루이와 티토는 고민에 빠진다. 루이는 부인과도 이혼의 위기에 놓이고 나라를 버려야 한다는 사실이 마음에 걸리지만 티토는 자신들의 인생에 찾아온 절호의 기회를 잡아야 된다고 하면서 갈등을 빚게 된다. 자신들의 영혼과도 같은 음악을 포기할 수 없기에 이들은 이별을 준비하는 마지막 콘서트를 열기로 하는데…  영화제 소개글. 무명 뮤지션 루이와 티토에게 유명해질 수 있는 기회가 찾아온다. 기회를 잡기 위해 동분서주하는 루이와 티토, 과연 그들은 음반을 만들 수 있을까? 유수 영화제의 오리지날 스코어링 부문에서 수상했을 만큼 다양한 장르의 음악들로 채워진 사운드 트랙은 이 영화의 최대 강점이다. 잠브라노 감독은 영화를 위해 50여 개의 밴드와 인터뷰를 했으며, 약 1,000개의 밴드가 경쟁하고 있는 쿠바 음악 산업의 현실을 드라마틱하게 그려냈다. 2006년 전주영화제 상영작으로 관객들로부터 큰 호평을 받았다. 몇몇 영화제의 오리지날 스코어링 부문에서 수상했을 만큼 다양한 장르의 음악들로 채워진 사운드 트랙은 이 영화의 최대 강점이다. 쿠바 식으로 재해석된 얼터너티브 록, 펑크, 팝, 블루스, 힙합은 듣기만 해도 어깨가 들썩거린다. 쿠바에서 12년을 살았던 잠브라노 감독은 쿠바 음악의 전설적인 인물들의 콘서트에 갔다가 흑인 뮤지션에 대한 영화를 구상한다. 감독은 이 영화를 위해 50여 개의 밴드와 인터뷰를 했으며, 약 1,000개의 밴드가 치열하게 경쟁하고 있는 쿠바의 음악 산업이 당면한 문제를 드라마틱하게 그려 냈다. 2005년 칸영화제 주목할만한시선부문.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,56055,하쉬 타임,액션, 범죄, 드라마,데이비드 에이어,크리스찬 베일, 프레디 로드리게스,걸프 전쟁을 마치고 돌아온 짐 데이비스(크리스찬 베일 분)는 평범한 삶으로 복귀하기가 힘들다. 여전히 전쟁의 후유증에 시달려야만 하기 때문이다. 짐은 LA 경찰이 되길 꿈꾸며 하루하루를 살아간다. 그는 일자리만 얻게 되면 모든 게 달라질 거라고 생각한다. 멕시코인 여자친구 마타(태미 트룰 분)와 결혼해서 그녀를 미국으로 데려와 안정된 생활을 할 수 있을 거라 생각한다. 그리고 그의 곁엔 그와 마찬가지로 일자리를 찾고 있는 단짝 친구 마이크(프레디 로드리게즈 분)가 있다. 마이크의 오랜 여자친구이자 변호사인 실비아(에바 롱고리아 분)는 마이크가 일자리를 찾길 바란다. 짐은 마이크에게 일자리 찾는 걸 도와주겠다고 하지만 둘은 LA 거리를 어슬렁거리며 문젯거리만 찾아 헤맨다. 그렇게 그들은 점점 더 깊이 거리 인생에 빠져들고, 자신도 모르는 사이에 파멸의 길을 걷게 된다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,54964,하이 레인,액션, 모험, 스릴러,아벨 페리,저스틴 블랑카에, 니콜라스 지로드, 라파엘 렌글레,매년 수 천명의 실종자 발생으로 암벽등반 루트가 폐쇄된 발칸반도 리스니야크산. 스릴을 즐기기 위해 끌로에, 기윰, 로익, 프레드, 까린느는 위험을 무릅쓰고 금지된 그 곳으로 향한다. 외줄 하나에 의지한 채 깎아지는 절벽을 오르며 짜릿한 모험을 만끽하는 것도 잠시. 가파른 절벽을 연결하는 950m 상공의 ‘악마의 다리’를 건너던 중, 다리가 끊어지면서 까린느가 떨어질 위험에 처한다. 간신히 로프를 던져 그녀를 구해내지만, 산의 유일한 출구가 사라지면서 갇히게 된다. 다른 출로를 찾아 헤매던 중 프레드마저 실종되고, 끌로에, 기윰, 로익, 까린느는 점차 이성을 잃고 변해간다. 자신들이 유일하다고 생각했던 여행에서 정체를 알 수 없는 무언가가 있다는 것을 알게 된 그들의 여행은 악몽으로 변해가는데.. 16시간의 사투, 이제 여기서 벗어나야만 한다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,45774,하이 스쿨 뮤지컬: 졸업반,뮤지컬, 코미디, 드라마, 가족, 멜로/로맨스,케니 오테가,잭 에프론, 바네사 허진스, 애슐리 티스데일,신나는 음악과 화려한 댄스가 어우러진 멋진 뮤지컬을 선보이며 모두의 선망이 대상이 된 교내 아이돌 집합소! 이스트 고교 드라마 클럽에도 드디어 올 것이 오고야 말았다. 교내 최고의 완소남 트로이, 사랑스러운 천재 소녀 가브리엘라, 핑크공주 샤페이. 모두의 우상이었던 그들의 졸업이 오고야 만 것!  그러나 그들에겐 졸업도 신나고 즐거운 스쿨라이프의 한 부분일 뿐. 트로이, 가브리엘라, 샤페이 등은 친구들과 함께 졸업에 맞춰 지난 3년 간의 학교 생활을 멋진 뮤지컬로 선보이기로 결심하는 데. 특히 이번 뮤지컬은 직접 작곡한 음악과 직접 만든 안무로 꾸며진 그야말로 그들만의 뮤지컬!  모두가 함께 ‘졸업’ 뮤지컬을 준비하는 가운데 트로이와 가브리엘라는 커플 라이프에 최고의 위기를 맞이하고야 말았다. 바로 ‘올 A학점 걸’ 천재소녀 가브리엘라가 사랑하는 트로이를 뒤로 한 채 덜컥 과학 영재로 아이비리그에 수시합격 해버린 것이 아닌가?! 그러나 트로이는 농구와 뮤지컬의 갈림길에서 아직 진로를 결정하지 못한 상황. 이렇게 트로이를 뒤로한 채 가브리엘라는 아이비리그로 진학할 것인가? 농구소년 트로이의 미래와 커플의 운명은? 그리고 모두가 합심하여 준비한 ‘졸업’ 뮤지컬은 과연 성공할 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,67581,하이랜더 - 복수의 전사,액션, SF, 애니메이션,가와지리 요시아키,오구리 슌, 야마데라 코이치, 박로미,근미래, 불사의 하이랜더 콜린 매클로드는 현명한 조언자인 유령 아머건과 함께 불사의 전제군주 마르쿠스 옥타비우스를 쫓고 있다. 몇 백 년 전 옥타비우스가 켈트 평원에서 콜린의 연인을 살해했기 때문이다. 한때 거대도시였던 뉴욕은 지금 거의 전체가 물속에 가라앉아, 옥타비우스의 요새만이 바다 위에 우뚝 솟아 있다. 매클로드는 뉴욕의 구세주를 구해야 한다는 사명과 원수를 갚아야 한다는 개인적 증오 사이에서 갈등한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,65901,할로윈: 살인마의 탄생,공포,롭 좀비,말콤 맥도웰, 스카우트 테일러-콤프튼, 타일러 메인,미국의 작은 마을 해든필드의 할로윈 밤, 10살의 마이클 마이어스는 만취해 소파에 앉은 채 잠든 주정뱅이 계부와 남자친구를 집으로 불러들여 한바탕 섹스를 하고 난 방탕한 누나, 그리고 누나의 남자친구를 살해하고 ‘스미스 그로브’ 정신병원에 수감된다.  그로부터 17년 후, 마이클 마이어스를 담당했던 샘 루미스 박사는 마이클의 치료에 끝내 실패하고 결국 치료를 중단하기로 결정한다. 루미스 박사가 돌아간 그날 밤, 살인 본능을 키워오던 마이클은 정신병원을 탈출하고 해든필드로 향한다.  해든필드로 돌아온 마이클은 ‘로리 스트로드’를 미행하기 시작하고 루미스 박사가 그의 행적을 추적한다. 마이클 마이어스가 돌아온 해든필드에는 어둠의 기운이 드리우는데….,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44606,할매꽃,다큐멘터리,문정현,나경순, 문정현,하고 싶어도 차마 하지 못했던 핏빛 시대의 뜨거운 증언! 대한민국 현대사의 비극이 내 가족 안에 있었다. 평생 정신병으로 고생하던 작은 외할아버지가 돌아가신 후 나는 우연히 그 분의 일기를 보게 되고, 한 번도 들어보지 못한 슬픈 가족사와 맞닥뜨린다. 반세기 전 산골의 한 작은 마을에서 일어난 계급, 이념간의 갈등과 남. 북 그리고 일본 땅으로 흩어지게 된 가족들... 역사책에서만 접했던 우리 현대사의 비극이 내 가족 안에 있었다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,67900,해리 포터와 혼혈 왕자,판타지, 모험, 미스터리, 멜로/로맨스,데이빗 예이츠,다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트,어둠의 세력이 더욱 강력해져 머글 세계와 호그와트까지 위협해온다. 위험한 기운을 감지한 덤블도어 교수는 다가올 전투에 대비하기 위해 해리 포터와 함께 대장정의 길을 나선다. 볼드모트를 물리칠 수 있는 유일한 단서이자 그의 영혼을 나누어 놓은 7개의 호크룩스를 파괴하는 미션을 수행해야만 하는 것! 또한 덤블도어 교수는 호크룩스를 찾는 기억여행에 결정적 도움을 줄 슬러그혼 교수를 호그와트로 초청한다.  한편 학교에서는 계속된 수업과 함께 로맨스의 기운도 무르익는다. 해리는 자신도 모르게 지니에게 점점 끌리게 되고, 새로운 여자 친구가 생긴 론에게 헤르미온느는 묘한 질투심을 느끼는데... 남겨진 결전을 위한 최후의 미션, 볼드모트와 해리 포터에 얽힌 치명적인 비밀, 선택된 자만이 통과할 수 있는 대단원을 향한 본격적인 대결이 시작된다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,45321,해운대,모험, 드라마,윤제균,설경구, 하지원, 박중훈,2004년 역사상 유례없는 최대의 사상자를 내며 전세계에 엄청난 충격을 안겨준 인도네시아 쓰나미. 당시 인도양에 원양어선을 타고 나갔던 해운대 토박이 만식은 예기치 못한 쓰나미에 휩쓸리게 되고, 단 한 순간의 실수로 그가 믿고 의지했던 연희 아버지를 잃고 만다. 이 사고 때문에 그는 연희를 좋아하면서도 자신의 마음을 숨길 수 밖에 없다. 그러던 어느 날, 만식은 오랫동안 가슴 속에 담아두었던 자신의 마음을 전하기로 결심하고 연희를 위해 멋진 프로포즈를 준비한다.  한편 국제해양연구소의 지질학자 김휘 박사는 대마도와 해운대를 둘러싼 동해의 상황이 5년전 발생했던 인도네시아 쓰나미와 흡사하다는 엄청난 사실을 발견하게 된다. 그는 대한민국도 쓰나미에 안전하지 않다고 수차례 강조하지만 그의 경고에도 불구하고 재난 방재청은 지질학적 통계적으로 쓰나미가 한반도를 덮칠 확률은 없다고 단언한다. 그 순간에도 바다의 상황은 시시각각 변해가고, 마침내 김휘 박사의 주장대로 일본 대마도가 내려 앉으면서 초대형 쓰나미가 생성된다. 한여름 더위를 식히고 있는 수백만의 휴가철 인파와 평화로운 일상을 보내고 있는 부산 시민들, 그리고 이제 막 서로의 마음을 확인한 만식과 연희를 향해 초대형 쓰나미가 시속 800km의 빠른 속도로 밀려오는데…  가장 행복한 순간 닥쳐온 엄청난 시련, 남은 시간은 단 10분! 그들은 가장 소중한 것을 지켜내야만 한다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,50903,해피 플라이트,코미디, 드라마,야구치 시노부,아야세 하루카, 다나베 세이치, 도키토 사부로,기장 승격 최종 비행을 앞둔 부기장 ‘스즈키’(다나베 세이치)는 까다롭기로 소문난 기장 ‘하라다’와 함께 호놀룰루행 비행기에 오른다. 시도 때도 없는 기장의 테스트에 이륙 전부터 초긴장상태의 ‘스즈키’! 한편, 초보 승무원 ‘에츠코’(아야세 하루카) 역시 마녀 팀장을 만나 혹독한 국제선 데뷔를 치른다. 전쟁터를 방불케 하는 객실에서 실수 연발하는 ‘에츠코’!  호놀룰루에 무사히 도착하면 모든 게 끝난다는 그들의 바람과 달리, 비행기에서는 기체 결함이 발견되고 도쿄로 긴급 회항 명령이 떨어진다. 과연 부기장 ‘스즈키’와 초보 승무원 ‘에츠코’는 무사히 공항으로 돌아올 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,102858,해피선데이 - 남자의 자격,,,이경규, 김국진, 김태원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,51124,핸드폰,스릴러,김한민,박용우, 엄태웅,연예계 밑바닥부터 시작해 오직 성공만을 향해 달려 온 매니저 승민(엄태웅). 매일 밤 끊이지 않는 술자리 접대 때문에 사채업자에게 가족의 신변마저 위협당하고 있는 승민에게 여배우 진아(이세나)는 마지막 희망이자 전부다. 그런 승민에게 진아의 억대 CF 계약을 목전에 두고 진아의 섹스동영상을 갖고 있다는 진아의 남자친구 윤호(김남길)이 협박을 해온다. 승민의 핸드폰에 문제의 동영상을 전송하고, 돈을 요구하는 윤호. 때마침 승민은 핸드폰을 실수로 잃어버리고 패닉 상태에 빠진다.  초조해진 승민은 핸드폰을 주운 누군가가 핸드폰에 담긴 문제의 섹스동영상을 봤다고 직감한다. 정체 모를 습득자 이규(박용우)는 핸드폰을 되돌려 주는 조건으로 세 가지 조건을 내건다. 첫째, 전화를 공손하게 받을 것. 둘째, 반말하지 말 것. 셋째, 자신이 지목한 누군가를 손 봐 줄 것. 자신의 인생을 송두리째 뒤바꿀 수 있는 치명적 비밀이 담긴 핸드폰을 되찾기 위해 승민은 이규의 요구대로 꼭두각시처럼 움직인다. 하지만 점점 더 걷잡을 수 없이 위험해지는 요구에 승민은 이규를 잡기 위한 추적을 시작한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,50768,허수아비들의 땅,드라마,노경태,김선영, 은하, 정두원,세 명의 인물이 등장한다. 트랜스젠더 장지영, 그녀에 의해 필리핀에서 입양된 로이탄, 필리핀에서 결혼을 하기 위해 한국을 찾은 레인. 이들의 고립된 삶은 우연히 교차하면서 불행을 감염시키고, 외로움을 전염시킨다. 이들의 사연은 드라마로 펼쳐지는 것이 아니라 건조한 이미지들과 사운드 사이를 떠돌며 성찰을 제공한다.(A story about three people, transgender Jiyoung Jang, her Philippine foster kid Loi Tan, and Rain, who came from Philippine to get married. Their isolated days entangle to each others’, and their loneliness and misfortunes are infectious. Instead of being as a drama, their story floats among images and sounds.) 이 영화는 트랜스젠더 장지영, 그녀에 의해 필리핀에서 입양된 로이탄, 필리핀에서 결혼을 하기 위해 한국을 찾은 레인 이 세 사람에 대한 이야기다. 이들의 고립된 삶은 우연히 서로 교차하면서 불행을 감염시키고, 외로움을 전염시킨다. 이들의 사연은 드라마로 펼쳐지는 것이 아니라 건조한 이미지들과 사운드 사이를 떠돌며 성찰을 제공한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,76973,헝 1,코미디, 드라마,브론웬 휴즈, 다니엘 아티아스, 데이빗 피트라카,토마스 제인, 제인 아담스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
