year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,
2010,73300,그녀에게,드라마,김성호,이우성, 조성하, 한주영,캐스팅을 위해 부산으로 내려온 감독 인수. 여배우에게 시나리오 수정을 요구 받고 부산에 머물게 된다. 시력을 잃어가는 병을 앓고 있는 동연은 눈 앞이 자꾸 흐려지지만 마지막으로 딸 혜련의 모습이 보고 싶어 사진 한 장으로 부산의 이곳 저곳을 수소문한다. 한편, 인수는 우연히 오토바이를 타며 과거의 흔적을 지우는 여행을 하는 혜련을 만나 가까워지고 혜련의 여행에 동행하며 그녀를 모델로 시나리오를 수정해간다. 인수의 시나리오는 딸을 찾는 동연의 이야기와 과거를 지워나가려는 혜련의 이야기로 얽혀 나가게 되고… 과연 인수의 시나리오는 어떻게 끝이 날까.,,,,,,,,,,,,,,,,,
2010,74425,그랑프리,드라마,양윤호,김태희, 양동근,경주 도중, 사고로 말과 자신감까지 잃게 된 기수 주희 (김태희 분)는 모든 것을 포기하고 제주도로 향한다. 그 곳에서 우연히 자신과 비슷한 상처를 안고 사는 우석 (양동근 분)을 알게 되고, 그의 격려와 도움으로 다시 한번 달릴 수 있는 용기를 얻게 된다.   레이스 거리 2300m, 14명의 기수와 경주마, 한 해의 최강자를 가리는 마지막 레이스, 그랑프리. 주희는 우석의 응원으로 여기수로는 최초로 그랑프리 우승이라는 꿈을 이루기 위해 새로운 경주마 탐라와 다시 출발선에 서게 되는데...,,,,,,,,,,,,,,
2010,46875,그린 존,액션, 드라마, 스릴러, 전쟁,폴 그린그래스,맷 데이먼, 제이슨 아이삭스,2003년, 세계평화라는 명목 하에 시작된 이라크 전쟁. 미 육군 로이 밀러(맷 데이먼) 준위는 이라크 내에 숨겨진 대량살상무기 제거 명령을 받고 바그다드로 급파된다. 정부의 지시에 따라 수색 작업을 펼치지만 밀러 준위는 대량살상무기가 아닌, 세계평화라는 거대한 명분 속에 숨겨진 추악한 진실과 마주하게 된다. 퍼즐처럼 얽힌 진실 속에 전쟁은 겉잡을 수 없이 확산되고, 대량살상무기의 존재 여부에 대한 의혹만 커져가는데…,,,,,,,,,,,,,
2010,74485,극장판 도라에몽: 진구의 인어대해전,애니메이션,쿠스바 코조,미즈타 와사비, 오오하라 메구미, 카카즈 유미,진구와 도라에몽은 비밀 도구 “가공수면펌프”가 만든 ‘가공수’로 동네를 바다로 만들어 버리고, 물고기들과 함께 즐거운 시간을 보낸다. 그 곳에 우연히 5천년 전 지구로 온 인어족 공주 소피아가 길을 잃고 들어오게 되면서, 진구 일행은 소피아 공주와 함께 즐거운 바다 속 여행을 떠나는데…,,,,,,,,,,,,,,,,
2010,77154,극장판 포켓 몬스터 DP - 환영의 패왕 조로아크,애니메이션,유야마 쿠니히코,마츠모토 리카, 오오타니 이쿠에,20년 전, 세레비가 가지고 있는 비밀의 힘을 얻어 엄청난 부와 권력을 쌓아온 나흐벨츠. 나흐벨츠는 다시 한 번 그 힘을 손에 넣고자 조로아크를 이용해 크라운시티를 혼란에 빠뜨린다. 마을의 수호신이라 불리는 전설의 포켓몬 라이코, 앤테이, 스이쿤이 갑자기 나타나 크라운시티를 파괴하기 시작하는데… 그들은 나흐벨츠에게 조종당한 조로아크가 둔갑한 것이었다! 나흐벨츠에게서 가까스로 탈출한 조로아와 함께 크라운시티로 향하는 지우와 피카츄 일행은 과연 나흐벨츠의 야망을 저지하고 최대의 위기에 처한 크라운시티와 세레비, 그리고 조로아크를 구해 낼 수 있을 것인가!,,,,,,,,,,,,,,,
2010,36893,글로리 데이즈,,데니 고돈, 랜들 지스크, 장 드 세곤작,에디 카힐, 포피 몽고메리,행복의 땅, Glory로 오신 것을 환영 합니다. 말 그대로 받아 들이지는 마시길…표지판에 씌어져 있길래 그대로 읽었을 뿐이다. 퍼시픽 노스웨스트에 있는 겉보기엔 지극히 전원적인 이 자그마한 타운은 소름 끼치는 사건들, 기괴한 현상들, 그리고 괴상한 사람들이 섞여 사는 곳이다. 물론 진실이니 법이니, 이 곳에선 통할 리 없다. 스크림 시리즈의 작가 케빈 윌리암슨이 이 Glory 타운에 엄청난 재앙을 가져 올 뒤틀린 악령을 불어 넣는다. 젊어서 작가로 성공한 마이크는 자기 아버지의 죽음을 둘러싼 괴상한 실재 사건들을 다룬 살인 미스터리 소설이 성공을 거둔 후 고향으로 돌아온다. 마이크는 소설의 배경이 되는 소름 끼치는 Glory 타운에 살고 있는 그의 가족과 친구들은 이 소설의 등장인물로 이용하지만, 그들의 실체는 미처 알지 못한다. 마이크의 귀향과 함께 Glory 타운에는 끔찍한 살인, 유괴 사건이 꼬리에 꼬리를 문다. 소설 속에 등장 했던 친구들은 하나 둘씩 사라지고, 아무도 그들이 어디로 갔는지 알지 못한다. 마이크는 사건의 실마리를 찾아 나선다. 누구도 믿을 수 없는 상황에서, 정체를 알 수 없는 미모의 여성의 출현으로 사건은 상상을 뛰어 넘는 엄청난 반전을 맞게 된다.,,,,,,,,,
2010,76990,글로리아,드라마,김민식, 김경희,배두나, 이천희, 서지석,나이트클럽을 배경으로 치열하게 살아가는 사람들의 모습을 유쾌하고 밝게 그린 드라마,,,,,,,,,,,,,,,,,
2010,70043,기적의 오케스트라 - 엘 시스테마,다큐멘터리, 드라마,파울 슈마츠니, 마리아 슈토트마이어,호세 안토니오 아브레우, 구스타보 두다멜,1975년, 들리는 거라곤 총소리뿐이었던 어느 허름한 차고에 전과5범 소년을 포함한 11명의 아이들이 모였다. 이들은 총 대신 악기를 손에 들고, 난생 처음 음악을 연주하기 시작했다. 그리고 35년 뒤, 차고에서 열렸던 음악 교실은 베네수엘라 전역의 센터로 퍼져나갔고, 11명이었던 단원 수는 30만 명에 이르렀다. 거리의 아이들에게 새로운 오늘을 선물한 이 프로젝트의 이름은 ‘엘 시스테마’! 그 기적 같은 이야기가 펼쳐진다. 영화제 소개글. 베네주엘라의 ‘엘 시스테마’는 청소년 오케스트라, 음악센터, 음악 워크숍의 연합으로 현재 25만 명 이상의 청소년들이 여기서 악기를 배우고 있다. 이 단체는 30여 년 전 호세 안토니오 아브루라는 한 이상주의자에 의해 탄생했다. 그는 궁핍하고 위험한 환경에서 자라나는 카라카스의 아이들에게 음악을 가르침으로써 사회를 변화시킬 수 있다는 믿음을 통해 마치 한편의 동화와도 같은 실화를 만들어냈다. ‘엘 시스테마’는 클라우디오 아바도가 차세대 최고의 지휘자로 지목하여 화제가 된 28세의 지휘자 구스타보 두다멜과, 17세의 나이에 역대 최연소 베를린 필하모닉 단원이 된 에딕슨 루이즈 등 유럽에서 가장 촉망받는 젊은 음악가들을 배출하기도 했다. 아브루의 무모한 아이디어가 가난의 악순환에서 어떻게 아이들을 구원했는지, 그리고 음악의 힘이 어떻게 수십만 명의 삶을 변화시켰는지를 보여주는 다큐멘터리.,,,,,,,,,
2010,103365,긴급출동 레스큐파이어,드라마,,,긴급출동 레스큐파이어'는 '출동! 레스큐포스'의 후속작으로 전작에 비해 화재진압과 소방·구조할동을 특화해 재난으로부터 사람들을 지키는 소방 영웅의 이야기다. 악의 무리들이 일으킨 재앙에 대항하기 위해 구성된 레스큐파이어 대원들이 장비를 착용해 변신하는 모습, 레스큐 비히클을 소환하고 합체해 각종 악의 무리를 소탕하고 화재를 진압하는 아찔한 구조상황이 생생하게 그려진다.,,,,,,,,,,,,,,,,,,,
2010,86850,길티 - 악마와 계약한 여자,드라마, 미스터리, 서스펜스,고바야시 요시노리, 우에다 야스시,칸노 미호, 타마키 히로시, 키치세 미치코,,,,,,,,,,,,,,,,
2010,53781,김복남 살인사건의 전말,스릴러,장철수,서영희, 지성원, 황화순,은행에서 비정규직으로 일하는 해원(지성원 분)은 휴가를 받아 어렸을 때 잠시 머물렀던 무도로 향한다. 어릴 적 친구 복남(서영희 분)이 해원을 환대하지만 다른 섬주민들은 해원의 방문이 반갑지만은 않다. 복남의 배려로 편안한 휴가를 즐기며 서울에서의 스트레스를 잊어가던 해원에게 어느 날 부터인가 복남의 섬 생활이 보이기 시작한다. 사흘이 멀다 하고 남편에게 매를 맞고, 하루 종일 노예처럼 일하고, 그것도 모자라 육욕에 집착이 강한 시동생에게 성적인 학대까지 받고 있는 것이었다. 하지만 더욱 놀라운 건 섬사람 모두 복남이 처한 상황을 외면할 뿐이다. 해원 역시도 자신과 딸을 서울로 데려가 달라는 복남의 간곡한 부탁을 냉정하게 거절하게 된다. 이제 무도에서 복남을 도와 줄 사람은 아무도 없고, 복남은 이 섬에서 가장 약한 존재가 되고 만다.  눈부시게 햇볕이 내리쬐던 어느 날, 복남은 낫 한 자루를 집어 든다. 그리고 시리도록 아프고, 미치도록 잔혹한 핏빛 복수가 시작된다!,,,,,,,,,,,,,
2010,75885,김수로,,장수봉, 노종찬,지성, 배종옥, 유오성,제천금인 부족장 김융은 한나라와의 전투를 치르던 중 만삭의 정견비에게 탈출하라는 말을 건넨다. 그럴 수 없다는 정견비에게 김융은 태어날 아이를 생각하라며 강제로 피신시킨다. 도망치던 정견비는 그녀를 잡으려는 유천과 함께 우연히 구야국으로 향하는 노예선에 타게 된다. 노예선 안에서 정견비는 산통을 겪는데...,,,,,,,,,,,,,,,,,
2010,85718,김승우의 승승장구,,박지영,김승우, 탁재훈, 이수근,스타와 시청자가 함께 어우러져 소통하는 토크쇼,,,,,,,,,,,,,,,,,,
2010,74893,김종욱 찾기,멜로/로맨스, 코미디,장유정,임수정, 공유,2:8 가르마에 호리호리한 체형, 돌다리도 두드려 보고 건너는 고지식한 성격의 소유자 한기준(공유). 지나치게 강한 책임감과 융통성 제로에 가까운 업무 능력 덕에 회사에서 잘린 기준은 우연한 기회에 기발한 창업 아이템을 찾아 낸다. 바로 아직까지 첫사랑을 잊지 못한 사람들을 위해 첫사랑을 찾아주는 일! 고객에게 무한 감동을 선사하겠다는 열정과 패기로 지체 없이 1인 기업 ‘첫사랑 찾기 사무소’를 오픈 한다.  만나던 남자친구로부터 프러포즈를 받은 서지우(임수정). 딸이 시집가기만을 학수고대하는 군인출신 홀아버지의 압박에도 불구하고 결국 프러포즈를 거절하고 만다. 뮤지컬 무대 감독으로 일에만 매달려온 그녀 맘 속에는 ‘김종욱’이라는 잊을 수 없는 사람이 있기 때문. 아버지에게 등 떠밀려 ‘첫사랑 찾기 사무소’를 찾은 서지우는 우여곡절 끝에 이제는 기억 조차 희미한 첫사랑의 상대를 찾아보기로 결심한다.  아버지에 끌려 첫사랑 찾기 사무소의 고객이 된 서지우. 그러나 그녀가 첫사랑에 대해 알고 있는 정보는 ‘김종욱’이라는 이름 석자가 전부다. 회사의 흥망성쇠를 결정할 첫 의뢰를 성공시키기 위해 필사적인 한기준은 특유의 치밀함과 꼼꼼함으로 ‘김종욱 찾기’에 나서고, 서지우는 고객감동을 위한 한기준의 지나친 열의에 화가 나다 못해 지쳐간다. 급기야 한기준은 전국에 대량 분포(?) 중인 김종욱들을 찾아나서는 여정에 동행할 것을 서지우에게 요구하는데…,,,,,,,,,,,,,,,,
2010,72393,꼬마 니콜라,코미디, 가족, 드라마,로랑 티라르,막심 고다르, 발리에리 르메르시, 카드 므라드,내 이름은 니콜라, 순탄하기만 하던 열 살 내 인생을 위협하는 무지막지한 일이 생겼습니다. 갑자기 아빠가 엄마한테 엄청 잘해주는 게 아닙니까! 바람 잘날 없던 엄마, 아빠가 갑자기 다정하다는 건 곧 동생이 생긴다는 증거고, 그럼 이제 귀찮아진 나를 숲에 버릴게 분명해요! OTL.. 얼마 전에 동생이 생겨서 첫째인 자긴 버려질지 모른다고 했던 친구가 정말로 학교에 나오질 않았거든요!! 먹보대장, 우유빛깔도련님, 밉상범생, 동네파이터, 깨방정, 전교꼴찌, 파파보이, 그리고 나까지 8명의 친구들이 대책위원회를 조직해 아부작전을 펼쳤지만 모두 엉망진창이 되어 버리고, 잘못하다간 동생이 안 생겨도 버려질 판입니다. 이젠 최후의 방법 밖에 없습니다. 그것은 바로, 무시무시한 갱단에게 부탁해서 동생을 납치해달라고 하는 것! 곧바로 행동개시~ 롸잇 나우!!,,,,
2010,74532,꽃비,드라마,정종훈,김두진, 한이빈, 육동일,제주의 아름다운 바다를 끼고 있는 조용한 학교. 권력을 쥐고 있던 ‘형석’ 이 떠나고 숨어있던 욕심들이 떠오르면서 ‘서연’을 둘러싼‘도진’과 ‘민구’의 작은 경쟁도 점점 커져만 간다. 때마침 운명처럼 멀리서 전학 온 한 남자. ‘동일’  ‘아직 나에겐 사랑도 우정도 가족애도 없다. 오로지 힘.’ 권력 공백 이후 급장 선거가 시작되며‘동일’이가 합류한 작은 경쟁은 작은 전쟁이 되어 간다.  모두가 행복하기만을 바랬던 ‘서연’은 ‘동일’의 게임에 희생되고 마는데……,,,,,,,,,,,,,,,,,,
2010,81985,꿀단지,,김정욱, 여운혁, 최윤정,최양락, 유세윤, 장동민,우리 주변의 친근한 인간상들의 모습을 담은 코미디 TV 프로그램,,,,,,,,,,,,,,,,
2010,70922,꿈은 이루어진다,코미디, 드라마,계윤식,이성재, 최지현,전 세계가 열광의 붉은 기운으로 물들던 2002년 한일월드컵 당시, 유일하게 고요함만이 감돌던 DMZ 북한 43GP. 비록 바람 빠진 공을 차지만 폼만은 국가대표급인 1분대장은 홍명보부터 박지성까지 남한의 축구선수명단을 줄줄이 읊을 만큼 사상이 둥근 축구광이다. 야간수색을 하던 어느 날, 1분대장과 분대원들은 허기를 달래고자 멧돼지를 쫓던 중 남측 군사들과 맞닥뜨리게 되는데… 그 이후 무전병에 의해 알 수 없는 신호와 함께 남한의 월드컵 중계방송 주파수가 잡히자 1분대 전원은 목숨을 걸고 경기일 마다 그 주파수에 맞춰 다이얼을 돌린다. 과연 월드컵 하나로 뭉친 남북 병사들에게 어떤 일이 벌어질까?,,,,,,,,,,,,,,,,
